"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","iba_statescore","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"850",4242.5717773438,19658.46484375,3.7570776256,0.1768702716,438.4152249135,1.4047580957,0,1.5701133587,24.332088666,-78.0216973895,308.3,0,122.5,29.2,22.4,25.9833333333,0,726.600524902,1,-2,0.811061568703021,0.811061568703021,-2.46590404129026,0.811061568703021,-0.722453047661766,3729,"Building a Sustainable National Marine Protected Area Network"
"851",NA,NA,1.0526315789,0.0380611084,380,38.9996452332,0,0.2337732157,27.26112,-78.40264,NA,NA,NA,NA,NA,NA,0.2788671024,482.997680664,1,-2,NA,NA,NA,NA,-0.722453047661766,3729,"Building a Sustainable National Marine Protected Area Network"
"852",3877.5522460938,466.0148620605,8.826619965,0.2562405169,49.2867132867,883.9704589844,0,3.2747884461,25.0643917394,-77.3163201248,NA,NA,NA,NA,NA,NA,29.5986842105,855.162658691,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"853",14518.736328125,1345.0284423828,5.9247685185,0.1606571078,385.5550458716,38.9996414185,0,5.1611844195,26.5385812325,-78.6739851779,NA,NA,NA,NA,NA,NA,24.3501094092,1272.27026367,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"854",10388.6240234375,965.000793457,7.213836478,0.3043010831,415.752688172,9.1369867325,0,4.9992745683,26.4550970569,-76.9892090265,NA,NA,NA,NA,NA,NA,1.3783185841,773.827392578,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"855",42468.96875,1219.5932617188,5.1019283747,0.1492789835,475.15,9.1369867325,0,5.508179378,26.7747041164,-77.3295506069,NA,NA,NA,NA,NA,NA,1.8640350877,753.583129883,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"856",NA,NA,7.6781954887,0.1487346888,363.0727272727,0.6450351477,0,4.0825998107,21.5,-73,NA,NA,NA,NA,NA,NA,0,1326.40893555,1,-1,NA,NA,NA,NA,-0.722453047661766,3729,"Building a Sustainable National Marine Protected Area Network"
"857",NA,NA,6.92,0.1162135527,239.4545454545,9.2021713257,0,0.1351759566,24.45,-76.73333,NA,NA,NA,NA,NA,NA,0,474.683258057,1,-2,NA,NA,NA,NA,-0.722453047661766,3729,"Building a Sustainable National Marine Protected Area Network"
"858",2667.3029785156,92706.8984375,4.9155115512,0.1040675417,635.8163771712,0.6450350881,0,0.9473404352,21.07694,-73.31167,NA,NA,NA,NA,NA,NA,0,1973.44616699,1,-1,NA,NA,NA,NA,-0.722453047661766,3729,"Building a Sustainable National Marine Protected Area Network"
"859",8596.158203125,1289.1491699219,5.5708860759,0.1229715049,419.4523809524,38.9996376038,0,8.5514795569,26.5518783118,-78.5234951544,NA,NA,NA,NA,NA,NA,5.1768558952,1325.84729004,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"860",2015.4140625,91601.015625,4.9630872483,0.1049826369,599.8772378517,0.6450350881,0,4.6564327886,21.12627,-73.41603,NA,NA,NA,NA,NA,NA,0,1853.01525879,1,-1,NA,NA,NA,NA,-0.722453047661766,3729,"Building a Sustainable National Marine Protected Area Network"
"861",NA,NA,6.1329113924,0.1894537359,245.9761904762,14.5946302414,0,2.2162632429,25.72111,-77.83139,NA,NA,NA,NA,NA,NA,0.8303964758,563.481872559,1,-2,NA,NA,NA,NA,-0.722453047661766,3729,"Building a Sustainable National Marine Protected Area Network"
"862",42141.3203125,1214.3648681641,5.0765171504,0.1480160505,473.5619047619,9.1369867325,0,5.5676005325,26.77111,-77.32889,NA,NA,NA,NA,NA,NA,1.9260869565,753.583129883,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"863",95307.265625,1225.0512695313,6.9236111111,0.3763118386,533.264957265,9.2021713257,0,8.8909576138,23.56944,-75.88417,NA,NA,NA,NA,NA,NA,2.0853932584,978.268615723,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"864",2644.3776855469,765.8150024414,7.4521410579,0.2363792211,52.1457286432,883.9703979492,0,5.663714164,24.99031,-77.39329,NA,NA,NA,NA,NA,NA,24.7032967033,1005.47406006,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"866",4788.7763671875,600.5922241211,8.0566801619,0.261361748,42.676056338,883.9702148438,0,4.2380977728,25.0138345619,-77.5541366971,NA,NA,NA,NA,NA,NA,8.7165178571,965.592041016,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"867",9400.9306640625,697.6065673828,4.9631236443,0.1099515557,448.4149377593,38.9996414185,0,10.0261789846,26.604435762,-78.4035059287,NA,NA,NA,NA,NA,NA,0.4323144105,1404.30102539,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"868",NA,500,4.1732283465,0.2529983521,489.9324324324,9.2021713257,0,2.1552380033,23.46667,-75.66667,NA,NA,NA,NA,NA,NA,0.9395973154,614.973083496,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"869",3841.1389160156,854.7028808594,7.1885441527,0.2416051477,50.0350877193,883.9702758789,0,5.6470533441,25.0141180683,-77.5191467762,NA,NA,NA,NA,NA,NA,12.9510022272,1024.71875,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"870",46870.46484375,1059.2907714844,8.4585492228,0.2234684378,326.71,9.1369857788,0,14.8413002586,25.8617122881,-77.1860269016,NA,NA,NA,NA,NA,NA,0,993.737243652,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
"871",NA,NA,3.1276595745,0.1880338788,559,4.9830880165,0,0.1531306096,23.8325026551,-75.1166616803,NA,NA,NA,NA,NA,NA,0,501.323425293,1,-2,NA,NA,NA,NA,-0.722453047661766,3729,"Building a Sustainable National Marine Protected Area Network"
"877",1397323.625,3605.5512695313,8.5434782609,0.1497221738,3125.8823529412,880.2933349609,0,0,1.421,172.984,NA,NA,NA,NA,NA,NA,0.9632352941,653.55291748,1,-3,NA,NA,NA,NA,-0.722453047661766,3664,"PAS: Prevention, Control and Management of Invasive Alien Species in the Pacific Islands"
"878",15768914,454.0440063477,59.4133114215,0.8245019317,3605.0700636943,7.4944267273,0,0,-19.03333,-169.86667,NA,NA,NA,NA,NA,NA,0.4335664336,1987.50756836,1,-3,NA,NA,NA,NA,1.0933157282911,3664,"PAS: Prevention, Control and Management of Invasive Alien Species in the Pacific Islands"
"879",NA,NA,4.8222222222,0.0833049566,3683.4444444445,1012.75,0,0,7.113,171.236,NA,NA,NA,NA,NA,NA,1.7566909976,585.999023438,1,-3,NA,NA,NA,NA,-0.722453047661766,3664,"PAS: Prevention, Control and Management of Invasive Alien Species in the Pacific Islands"
"883",NA,NA,NA,NA,NA,NA,0,0,-16,167,NA,NA,NA,NA,NA,NA,0,841.916931152,1,-1,NA,NA,NA,NA,-0.722453047661766,3664,"PAS: Prevention, Control and Management of Invasive Alien Species in the Pacific Islands"
"885",15198538,672.4438476563,113.6609195402,5.9262189865,2054.2441860465,185.6255950928,0,0,-21.24842,-159.78516,353.5,73.5,164.5666666667,27.4,22,24.6666666667,3.013667426,958.58581543,1,-3,0.614520232220937,0.614520232220937,-4.88185716710694,0.614520232220937,1.0933157282911,3664,"PAS: Prevention, Control and Management of Invasive Alien Species in the Pacific Islands"
"886",NA,NA,NA,NA,NA,NA,0,0,-20,-175,NA,NA,NA,NA,NA,NA,0,493.287780762,1,-3,NA,NA,NA,NA,1.0933157282911,3664,"PAS: Prevention, Control and Management of Invasive Alien Species in the Pacific Islands"
"887",2139.1926269531,114830.9296875,314.0495110024,0.3894025087,3343.9953161593,0.1553243548,0,0,18.31281,-4.83398,35.1,0,4.225,36.7,20.1,29.2833333333,0,730.040039062,1,-1,0.906198311261641,0.906198311261641,-1.10351121556138,0.906198311261641,-0.722453047661766,4169,"SPWA-BD: Scaling up the impacts of goods practices in linking poverty alleviation and biodiversity conservation"
"889",3679.9321289063,1383.4270019531,245.6017857143,4.2430171967,256.8577981651,64.0933074951,0,67.3312436577,22.8,-83.25,254.2,11.7,107.45,25.6,19.5,23.0666666667,0.3131991051,3204.07421875,1,-1,0.946765035960309,0.946765035960309,-1.05622827419445,0.946765035960309,1.0933157282911,4158,"Agricultural Biodiversity Conservation and Man and  Biosphere Reserves in Cuba: Bridging Managed and Natural Landscapes"
"890",1754.3005371094,1167.9552001953,62.1847826087,3.0641531944,129.3269230769,367.8637695313,0,72.3013712594,6.25,80.25,465.7,95.6,243.7666666667,27.2,25.2,26.3083333333,6.2398081535,2509.84057617,1,-3,0.821162624989472,0.821162624989472,-3.65335672704108,0.821162624989472,1.0933157282911,4150,"Maintreaming Agrobiodiversity Conservation and Use in Sri Lankan Agro-ecosystems for Livelihoods and Adaptation to Climate Change"
"891",1401.9007568359,49969.765625,34.7485677912,0.5851249099,152.0288461538,138.4187927246,1,39.9343167169,8.0454,79.9319,372.6666666667,0,135.4305555556,29.4,25.8666666667,27.9166666667,3.8934624697,2859.55761719,1,-3,0.860777729430411,0.860777729430411,-3.48522028094888,0.860777729430411,-0.722453047661766,4150,"Maintreaming Agrobiodiversity Conservation and Use in Sri Lankan Agro-ecosystems for Livelihoods and Adaptation to Climate Change"
"892",2034.8948974609,1805.6186523438,79.9904336735,0.5042676926,138.1418269231,209.9801483154,1,29.5728644432,7.75,80.25,408.6,0,148.7916666667,29,26.1,27.7833333333,4.3237410072,3146.55859375,1,-3,0.850338285626332,0.850338285626332,-3.52800767730962,0.850338285626332,-0.722453047661766,4150,"Maintreaming Agrobiodiversity Conservation and Use in Sri Lankan Agro-ecosystems for Livelihoods and Adaptation to Climate Change"
"893",1340.6813964844,708.3740234375,604.2938540333,5.7272763252,46.932038835,1003.6392211914,2,68.411648736,7.3044,80.7073,354.3,52.2,188.5,27.2,24.9,25.9666666667,9.3823529412,2865.28686523,1,-3,0.893136338617773,0.893136338617773,-3.35894965895446,0.893136338617773,1.0933157282911,4150,"Maintreaming Agrobiodiversity Conservation and Use in Sri Lankan Agro-ecosystems for Livelihoods and Adaptation to Climate Change"
"894",1794.4399414063,714.4382324219,48.3726866624,2.4303767681,120.8899521531,535.5433349609,0,61.9111908244,6.6031,80.1026,499.6,117.4,266.4083333333,28.2,26.4,27.3333333333,7.1359223301,2606.98925781,1,-3,0.736292710471452,0.736292710471452,-4.07446652307489,0.736292710471452,1.0933157282911,4150,"Maintreaming Agrobiodiversity Conservation and Use in Sri Lankan Agro-ecosystems for Livelihoods and Adaptation to Climate Change"
"895",1586.2142333984,1903.3830566406,226.083974359,0.2024975866,143.390776699,183.9405975342,0,14.3576031053,4,-73.25,664.3,4,300.05,29.1,25.75,27.0541666667,2.6498800959,3177.77172852,1,-1,0.972584786240545,0.972584786240545,-1.02818799363028,0.972584786240545,-0.722453047661766,4113,"Mainstreaming Biodiversity in Palm Cropping in Colombia with an Ecosystem Approach"
"896",1141.8422851563,2450.3122558594,50.3095086152,0.3702477515,495.2620192308,2.8935563564,1,23.7859324025,6.18903,-67.48588,486.55,5.85,174.9541666667,29.8,25.85,27.5416666667,2.3980582524,2292.17553711,1,-1,0.920862015684971,0.920862015684971,-1.08593902557286,0.920862015684971,-0.722453047661766,4111,"Institutional and Policy Strengthening to Increase Biodiversity Conservation on Production Lands (PL)"
"897",1587.4165039063,2018.2508544922,307.6702944942,1.6136538982,360.456097561,1.8349282742,0,21.4205818348,5.88363,-71.89727,451.8,0,231.8166666667,30.3,27.3,28.6583333333,1.3268765133,2930.59960938,1,-1,0.963676400114768,0.963676400114768,-1.03769273573671,0.963676400114768,-0.722453047661766,4111,"Institutional and Policy Strengthening to Increase Biodiversity Conservation on Production Lands (PL)"
"898",1609.1815185547,6538.3291015625,132.7730769231,0.2568165362,576.4767726161,1.3747364283,0,14.508044562,4.79117,-71.33542,385.5,0,205.15,28.9,26.8,27.75,0.9831730769,2472.36328125,1,-1,0.953352450956479,0.953352450956479,-1.04893001428456,0.953352450956479,-0.722453047661766,4111,"Institutional and Policy Strengthening to Increase Biodiversity Conservation on Production Lands (PL)"
"899",1575.2022705078,4483.75390625,110.1932181702,0.2529954612,709.1897810219,0.9664947391,0,19.1962995458,5.49056,-70.40917,482.75,0,233.0833333333,29.15,25.45,26.9958333333,0.3629807692,2428.65576172,1,-1,0.968453111095465,0.968453111095465,-1.03257451346184,0.968453111095465,-0.722453047661766,4111,"Institutional and Policy Strengthening to Increase Biodiversity Conservation on Production Lands (PL)"
"900",3134.0424804688,2089.5114746094,272.9279796048,1.1864556074,347.9472422062,4.1689968109,0,16.7788299551,6.15676,-71.76372,335.8,0,155.0416666667,32,30.2,31,0.4721549637,2897.41723633,1,-1,0.895941559902985,0.895941559902985,-1.11614422720638,0.895941559902985,-0.722453047661766,4111,"Institutional and Policy Strengthening to Increase Biodiversity Conservation on Production Lands (PL)"
"901",109936.578125,918.1994018555,213.8230256898,6.4672398567,181.4489051095,39.8637199402,1,54.5849833512,9.36,-84,386.9,30.7,202.1166666667,23.8,22.6,23.15,1.3871733967,1771.76525879,1,-2,0.948057975474986,0.948057975474986,-2.10957562906212,0.948057975474986,1.0933157282911,2881,"Integrated Management of Marine and Coastal Resources in Puntarenas"
"902",2695.4057617188,142.1052703857,1204.1134347275,4.305973053,12.2322274882,1949.7130126953,0,27.1723837657,9.9451830776,-84.111383664,387.35,60.15,233.125,22.9,21.35,22,55.4530120482,1868.84228516,1,-2,0.982224134693206,0.982224134693206,-2.03619513037591,0.982224134693206,1.0933157282911,2881,"Integrated Management of Marine and Coastal Resources in Puntarenas"
"903",87240.5625,734.0416870117,106.2727272727,5.0297574997,195.3538461538,40.5960426331,0,20.7768928618,9.75353,-84.6857,NA,NA,NA,NA,NA,NA,3.5108433735,1784.5012207,1,-2,NA,NA,NA,NA,1.0933157282911,2881,"Integrated Management of Marine and Coastal Resources in Puntarenas"
"904",1522.2041015625,1023.4420776367,1037.0487528345,0.5722418427,137.6982758621,5.1594386101,0,0.8339224886,-29,24,76.775,0,30.6916666667,25.325,9.45,19.1791666667,0.2908704883,2165.7824707,1,0,0.852788604265139,0.852788604265139,0,0.852788604265139,1.0933157282911,2820,"Supporting the Development and Implementation of Access and Benefit Sharing Policies in Africa"
"907",1964.1822509766,2019.0819091797,50.3125,0.101266861,291.3995327103,12.8586606979,0,0.4217925064,14.5,-14.25,168.7,0,43.6125,33.35,26.1,29.6041666667,0,2073.81884766,1,-3,0.636246199984728,0.636246199984728,-4.71515586273365,0.636246199984728,-0.722453047661766,2820,"Supporting the Development and Implementation of Access and Benefit Sharing Policies in Africa"
"910",1384.8023681641,820.4915771484,96.5150801131,1.4859746695,70.6884057971,55.5828018188,0,2.3905081441,43.63333,23.85,107.5,0.4,46.3166666667,25.8,-2.3,13.0333333333,5.2397868561,2729.36621094,1,0,0.92218273673956,0.92218273673956,0,0.92218273673956,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"911",1690.88671875,1549.1396484375,97.8463687151,0.4697543681,97.683745583,53.9372024536,1,13.5604236034,44.34984,22.80368,109.7,1.3,43.2833333333,24.9,-1.4,12.8083333333,2.5960502693,2564.06518555,1,0,0.922775749600375,0.922775749600375,0,0.922775749600375,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"915",2088.916015625,1382.1646728516,138.216989843,2.002071619,125.0053285968,72.5818710327,1,18.9450808414,44.85334,21.41782,85.15,4.6,36.9,22.45,-2.6,11.025,5.5541958042,2688.80151367,1,-1,0.936297401027588,0.936297401027588,-1.0680367145124,0.936297401027588,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"918",2612.3793945313,1482.5535888672,139.011504832,1.2189233303,105.6397188049,52.8256378174,1,16.8435664969,45.02799,21.48549,82.475,8.025,37.8291666667,22.75,-1.65,11.6583333333,0.8756567426,2690.25537109,1,0,0.910439804201493,0.910439804201493,0,0.910439804201493,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"919",2458.9719238281,1392.5106201172,114.6103111937,1.256513238,143.8268551237,15.0396413803,0,0.3603106719,44.55046,28.20592,68.85,0.6,27.9166666667,25.85,-3.25,12.25,2.9111900533,2218.72241211,1,0,0.905142679571269,0.905142679571269,0,0.905142679571269,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"920",2601.2514648438,1278.9805908203,70.7640449438,0.3813331127,89.6536412078,79.5013961792,0,2.1171219044,44.09894,23.0637,100.2333333333,1.9,43.05,24.6,-2.0333333333,12.4416666667,2.7827648115,2421.4609375,1,0,0.903677735726178,0.903677735726178,0,0.903677735726178,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"922",1594.5059814453,1203.5537109375,52.3123532175,0.6211286783,67.4054054054,54.4432296753,0,4.1645698138,43.7723,25.14919,130.7,3.2,52.5416666667,25.1,-3.3,12.125,3.0716845878,2787.53320312,1,0,0.922156649310559,0.922156649310559,0,0.922156649310559,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"923",1672.8208007813,1535.8035888672,73.565034965,0.5293383002,103.615248227,55.9847717285,1,4.9538118794,44.28593,22.72949,109.7,1.3,43.2833333333,24.9,-1.4,12.8083333333,2.9017857143,2570.97241211,1,0,0.912287872567805,0.912287872567805,0,0.912287872567805,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"929",1604.9744873047,1100.8214111328,58.6709039548,0.9033729434,74.5989208633,48.1449623108,0,5.3533644237,43.71364,25.63998,129.9,8.3,56.1333333333,25.2,-2.8,12.45,1.6086175943,2805.06835938,1,0,0.911676648986453,0.911676648986453,0,0.911676648986453,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"931",2500.0654296875,1087.6772460938,13.6979310345,0.3464615643,17.3734729494,429.308013916,1,3.0310230806,45.33745,27.90589,85.5,7.9,35.1083333333,24.3,-5.3,11.5916666667,17.8835978836,2347.8828125,1,0,0.932020659790215,0.932020659790215,0,0.932020659790215,1.0933157282911,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
