"AidData Project ID","round","gef_id","Agency","Lead agency","Secondary agency(ies)","Region","List of regions","Country","List of participating countries","Countries listed by Code (ISO 3166-1 alpha-2)","Focal Area","Focal Area single-letter-code","List of project's focal areas","GEF replenishment phase","Type acronym","Type","Status","Trust Fund acronym","Trust Fund","Executing partner / agency","Type of executing partner / agency","Type acronym of parent (or empty if standalone)","Category (empty: standalone, parent, child)","Biosafety project?","Targeted research project?","National Capacity Self Assessement (NCSA)?","National Adaptation Programme of Action (NAPA)?","isNonExpedited","National Portfolio Formulation Exercises (NPFE)?","National communications project?","Small Grants Programme (SGP)?","Sustainable Forest Management (SFM)?","Requires second review?","Primary GEFSEC Program Manager","ID of secondary GEFSEC Program Manager","UNDP Project ID","World Bank Project ID","GEF3 OP list","GEF4 SP list","GEF4 SP-ID list","GEF5 FA Objective list","Keyword ID list","Code of business plan allocation item","World Bank Trust Fund number","(Sum of all) Approved PPG(s)","Project Preparation Grant (PPG)","Project Development Facility block A (PDF-A)","Project Development Facility block B (PDF-B)","Project Development Facility block C (PDF-C)","Pre-Investment Facility (PRIF)","Agency fees paid separately for PPG","Agency fees paid separately for PDF-B","GEF Project Grant PIF stage","GEF Project Grant CEO approve stage","GEF Project Grant CEO endorse stage","Agency Fee PIF stage","Agency Fee CEO approve stage","Agency Fee CEO endorse stage","Cofinance PIF stage","Cofinance CEO approve stage","Cofinance CEO endorse stage","Date of receipt or first PMIS entry","PIF Clearance or PIF Approval Date","Expected date of entry into work program","Date of entry into work program","Date of project approval","Date of CEO approval (MSP / EA)","Date of CEO endorsement (FSP)","Date of dropping (before project approval)","Date of cancelation (after project approval)","Date of PIF rejection by CEO","Date of technical rejection by Program Manager","Date of rejection by CEO at CEO approve stage","Date of rejection by CEO at CEO endorse stage","Date of Parent / Program rejection by Council","Date of approval by Agency","Expected date of Grant signing","Actual date of Grant signing","Expected date of implementation start","Actual date of implementation start","Expected date of closure","Actual date of closure","Expected date of financial closure","Date of financial closure","Expected date of Internal Completion Report (ICR)","Date of Internal Completion Report (ICR)","Expected date of Parent endorsement by Council","Date of Parent endorsement by Council","Expected date of effectiveness","Date of effectiveness","Expected date of mid term review","Date of mid term review","GEFNewRegionList"
"906001192247","MFA","5048","UNDP","UNDP","","LAC","","Belize","","BZ","Multi Focal Area","M","M","GEF - 5","MSP","Medium-Sized Project","CEO Approved","GET","GEF Trust Fund","Ministry of Natural Resources and Environment","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Susan Waithaka","349360","4917","","","","","CD-5; CD-4; CD-4; ","","","","25000","25000","","","","","2375","","759000","759000","","72105","72105","","914000","643000","","26-Jul-12","14-Jun-13","","","14-Jun-13","28-Aug-14","","","","","","","","","","","","","","","","","","","","","","","","","","LAC,"
"906001192249","MFA","3052","UNDP","UNDP","","Asia","","Bhutan","","BT","Multi Focal Area","M","M","GEF - 4","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","National Environmental Commission Secretariat (NECS)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","William Ernest Ehlers","","3694","","-CB-","SGP-1;",";28;","","","","","25000","","25000","","","","","","475000","","","50000","","","222692","","","17-Jan-06","","","","26-Feb-08","26-Feb-08","","","","","","","","","12-Jun-08","","","","12-Jun-08","31-Dec-11","31-Dec-11","","","31-Dec-12","","","","","","","","Asia,"
"906001192251","MFA","2885","World Bank","World Bank","","LAC","","Regional","Belize, Guatemala, Honduras, Mexico","00, BZ, GT, HN, MX","Multi Focal Area","M","M;B;I;","GEF - 4","FP","Full Size Project","Cancelled","GET","GEF Trust Fund","Comision Centroamericana de Ambiente y Desarrollo (CCAD)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mark Zimsky","296630","","103923","-2-9-","BD-1;BD-2;BD-4;BD-5;IW-1;IW-2;",";1;2;4;5;18;19;","","","","","145000","145000","","","","","14500","","6340000","","","634000","","","17500000","","","22-Jan-08","29-Apr-10","30-Jun-10","8-Jun-10","8-Jun-10","","","","6-Jun-13","","","","","","","","","30-Jun-11","","30-Jun-16","","","","","","","","","","31-Dec-13","","LAC, REG,"
"906001192253","MFA","1614","UNDP","UNDP","","LAC","","Antigua And Barbuda","","AG","Multi Focal Area","M","M","GEF - 3","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","Division of Environment, Ministry of Tourism and Environment, Ministry of Works, Transport and Environment","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","1899","","-12-","","","","","","","197100","","","197100","","","","","2995930","","2995930","287373","","","4703300","","4703300","28-Jan-02","","12-Jun-06","1-Aug-06","1-Aug-06","","7-Aug-07","","","","","","","","27-Aug-07","","","","27-Aug-07","30-Apr-13","","","","31-Dec-13","","","","","","","","SIDS,"
"906001192255","MFA","3749","UNDP","UNDP","","LAC","","Regional","Chile, Peru","00, CL, PE","Multi Focal Area","M","M;B;I;","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","IFOP, IMARPE","Institute","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Christian Severin","17821","4147","","","","","","","","","75000","75000","","","","","","","6925000","","6925000","700000","","700000","25190000","","24624084","25-Aug-08","15-Sep-08","1-Nov-08","13-Nov-08","13-Nov-08","","22-Oct-09","","","","","","","","","","","30-Mar-10","28-Aug-10","30-Mar-15","","","","","","","","","","31-Aug-12","","LAC, REG,"
"906001192257","MFA","2503","World Bank/UNEP","World Bank","UNEP","CEX","","Global","","1W","Multi Focal Area","M","M","GEF - 3","FP","Full Size Project","Project Closure","GET","GEF Trust Fund","UNEP, UNDP, FAO, World Bank and UNESCO","Multilateral","","","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ramesh Ramankutty","","","90963","-1-2-3-4-6-8-9-12-13-","","","","","","","350000","","","350000","","","","","3000000","","3000000","302000","","302000","7410000","","7510000","7-Apr-04","","1-Feb-05","6-Apr-05","6-Apr-05","","7-Mar-06","","","","","","","","29-Mar-06","","","","10-Apr-06","31-Dec-07","30-Jun-09","","","","","","","","21-Mar-06","","","CEX,"
"906001192259","MFA","5281","World Bank","World Bank","","Asia","","Philippines","","PH","Multi Focal Area","M","M;B;I;","GEF - 5","FP","Full-Sized Project","CEO Endorsed","GET","GEF Trust Fund","Department of Agriculture","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Charlotte Gobin","296630","","","","","","BD-1; BD-2; IW-2; ","","","","0","","","","","","","","7000000","","7000000","560000","","560000","648340000","","648340000","7-Feb-13","","","9-Nov-11","9-Nov-11","","9-Jul-14","","","","","","","","","","","","","","","","","","","","","","","","","Asia,"
"906001192261","MFA","3049","UNDP","UNDP","","LAC","","Jamaica","","JM","Multi Focal Area","M","M","GEF - 4","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","UNDP/Ministry of Land and Environment","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Danielius Pivoriunas","","3619","","-CB-","SGP-1;",";28;","","","","","29750","","29750","","","","","","470250","","","50000","","","132000","","","17-Jan-06","","","","28-Jul-08","28-Jul-08","","","","","","","","","14-Jul-09","","","","14-Jul-09","30-Sep-12","30-Sep-11","","","31-Dec-13","","","","","","","","SIDS,"
"906001192263","MFA","4183","UNDP","UNDP","","ECA","","Moldova","","MD","Multi Focal Area","M","M","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Danielius Pivoriunas","","4379","","","CB-2;",";27;","","","","","25000","25000","","","","","2500","","475000","510450","","47500","51045","","475000","610000","","1-Dec-09","27-Apr-10","","","27-Apr-10","3-Aug-11","","","","","","","","","","","","30-Sep-10","27-Oct-11","1-Dec-13","","","","","","","","","","31-Mar-12","","ECA,"
"906001192265","MFA","3980","ADB","ADB","","Asia","","Philippines","","PH","Multi Focal Area","M","M;B;C;I;","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","Department of Environment and Natural Resources","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Nicole Glineur","367540","","","","BD-4;BD-5;IW-2;CC-6;",";4;5;19;14;","","","","","291000","291000","","","","","29100","","3530000","","2500000","353000","","250000","102000000","","151630000","17-Apr-09","28-Apr-09","30-Jun-09","24-Jun-09","24-Jun-09","","29-Apr-11","","","","","","","","3-Dec-12","","","30-Nov-11","30-Nov-11","30-Mar-20","","","","","","","","","","30-May-14","30-May-14","Asia,"
"906001192267","MFA","3070","UNDP","UNDP","","Asia","","Jordan","","JO","Multi Focal Area","M","M","GEF - 4","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","UNDP","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Danielius Pivoriunas","","3701","","-CB-","SGP-1;",";28;","","","","","25000","","25000","","","","","","475000","","","50000","","","500000","","","6-Feb-06","","","","14-Aug-08","14-Aug-08","","","","","","","","","","","","","20-Jan-09","30-Nov-12","1-Nov-12","","","31-Dec-13","","","","","","","","ECA,"
"906001192269","MFA","4605","World Bank","World Bank","","LAC","","Belize","","BZ","Multi Focal Area","M","M;B;C;M;","GEF - 5","FP","Full Size Project","IA Approved","GET","GEF Trust Fund","Government of Belize, Ministry of Natural Resources and the Environment (MNRE) and Ministry of Agriculture and Fisheries (MAF)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Ian Gray","353429","","130474","","","","BD-1; BD-2; BD-2; CCM-5; CCM-5; CCM-5; SFM/REDD+-1; ","","","","120000","120000","","","","","12000","","6085600","","6085600","608500","","608500","16000000","","16000000","26-Aug-11","21-Sep-11","1-Nov-11","9-Nov-11","9-Nov-11","","6-Feb-14","","","","","","","","29-Sep-14","","","","","","","","","","","","","","","","","LAC,"
"906001192271","MFA","5101","UNDP","UNDP","","AFR","","Cote d'Ivoire","","CI","Multi Focal Area","M","M","GEF - 5","MSP","Medium-Sized Project","CEO Approved","GET","GEF Trust Fund","Ministry for the Environment (MINEDD)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Susan Waithaka","","4491","","","","","CD-2; ","","","","25000","25000","","","","","2500","","550000","550000","","55000","55000","","700000","700000","","28-Aug-12","21-Sep-12","","","21-Sep-12","25-Nov-13","","","","","","","","","","","","","","","","","","","","","","","","","","AFR,"
"906001192273","MFA","5028","UNDP","UNDP","","LAC","","Costa Rica","","CR","Multi Focal Area","M","M","GEF - 5","MSP","Medium-Sized Project","CEO Approved","GET","GEF Trust Fund","Ministry of the Environment, Energy, and Telecommunications (MINAET)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Susan Waithaka","226576","5097","","","","","CD-3; CD-3; CD-4; ","","","","20000","20000","","","","","2000","","980000","980000","","98000","98000","","1650000","1365000","","21-Jun-12","17-Dec-12","","","17-Dec-12","19-Dec-13","","","","","","","","","","","","","","","","","","","","","","","","","","LAC,"
"906001192275","MFA","1308","UNDP","UNDP","","LAC","","Mexico","","MX","Multi Focal Area","M","M","GEF - 2","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","UNDP","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Kanta Kumari","","2221","","-STRM-","","","","","","","0","","","","","","","","652800","","652800","146000","","","640000","","640000","22-May-01","","","","25-Jul-01","25-Jul-01","","","","","","","","","21-May-02","","","","21-May-02","31-Dec-06","30-Sep-10","","","","","","","","1-Jul-02","","","LAC,"
"906001192277","MFA","1621","World Bank","World Bank","","Asia","","China","","CN","Multi Focal Area","M","M","GEF - 3","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture - Foreign Economic Cooperation Center - Livestock and Fisheries Project Division","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","77615","-1-12-4-13-","","","","","","","200000","","","200000","","","","","10500000","","10500000","1043000","","","98720000","","101090000","28-Jan-02","","1-May-03","16-May-03","16-May-03","","30-Jul-03","","","","","","","","9-Sep-03","","","","27-Jan-04","30-Jun-10","30-Jun-10","","","","","","","","27-Jan-04","","","Asia,"
"906001192279","MFA","2275","UNDP","UNDP","","AFR","","Morocco","","MA","Multi Focal Area","M","M","GEF - 3","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","Haut Commissariat Des Eaux et Forets a La Lutte Contre La Desertification (HCEFLCD)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","2983","","-12-","","","","","","","32600","","32600","","","","","","965345","","","89815","","","2112800","","","16-Dec-05","","","","8-Feb-06","8-Feb-06","","","","","","","","","15-Nov-06","","","","15-Nov-06","31-Dec-12","","","","31-Dec-13","","","","","","31-Dec-11","","AFR,"
"906001192281","MFA","3074","UNDP","UNDP","","AFR","","Seychelles","","SC","Multi Focal Area","M","M","GEF - 4","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","UNDP","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Danielius Pivoriunas","","3703","","-CB-","CB-2;",";27;","","","","","25000","","25000","","","","","","400000","400000","","42500","42500","","100000","100000","","8-Feb-06","23-Apr-09","","","23-Apr-09","4-Jun-09","","","","","","","","","","","","31-May-09","8-Jul-09","31-Dec-12","","","","31-Dec-13","","","","","","","","SIDS,"
"906001192283","MFA","4469","UNDP","UNDP","","ECA","","Turkey","","TR","Multi Focal Area","M","M;B;C;M;","GEF - 5","FP","Full-Sized Project","CEO Endorsed","GET","GEF Trust Fund","General Directorate of Forestry; Ministry of Environment and Forestry","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Marianne Burke","226576","4434","","","","","BD-1; CCM-5; CCM-3; SFM/REDD+-1; SFM/REDD+-2; ","","","","125000","125000","","","","","12500","","7120000","","7120000","712000","","712000","21180000","","21430000","22-Feb-11","5-Apr-11","1-May-11","26-May-11","26-May-11","","28-Dec-12","","","","","","","","","","","","","","","","","","","","","","","","","ECA,"
"906001192285","MFA","5097","UNDP","UNDP","","Asia","","Vietnam","","VN","Multi Focal Area","M","M","GEF - 5","MSP","Medium-Sized Project","CEO Approved","GET","GEF Trust Fund","Institute of Strategy and Policy on Natural Resources and Environment, MONRE","Institute","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Maria Del Pilar Barrera Rey","226576","5099","","","","","CD-2; CD-3; ","","","","25000","25000","","","","","2375","","975000","975000","","92625","92625","","1575000","1604646","","27-Aug-12","29-Apr-13","","","29-Apr-13","12-Jun-14","","","","","","","","","","","","","","","","","","","","","","","","","","Asia,"
"906001192287","MFA","5017","UNEP","UNEP","","Asia","","Afghanistan","","AF","Multi Focal Area","M","M","GEF - 5","MSP","Medium-Sized Project","CEO Approved","GET","GEF Trust Fund","National Environmental Protection Agency (NEPA), Ministry of Finance. Afghanistan","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Susan Waithaka","226576","","","","","","CD-2; CD-3; CD-3; CD-4; CD-4; ","","","","0","","","","","","","","910000","910000","","91000","91000","","1625000","1575000","","8-Jun-12","17-Dec-12","","","17-Dec-12","2-May-14","","","","","","","","","","","","","","","","","","","","","","","","","","Asia,"
"906001192289","MFA","4913","UNDP","UNDP","","ECA","","Ukraine","","UA","Multi Focal Area","M","M","GEF - 5","MSP","Medium-Sized Project","CEO Approved","GET","GEF Trust Fund","Ministry of Ecology and Natural Resources","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Susan Waithaka","","4478","","","","","CD-3; CD-3; CD-3; ",";13;","","","25000","25000","","","","","2500","","900000","900000","","90000","90000","","2100000","1030000","","","21-Sep-12","","","21-Sep-12","22-Oct-13","","","","","","","","","","","","","","","","","","","","","","","","","","ECA,"
"906001192291","MFA","1244","World Bank","World Bank","","ECA","","Kazakhstan","","KZ","Multi Focal Area","M","M","GEF - 3","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","Ministry of Natural Resources and Environmental Protection (MNREP)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","71525","-12-1-8-","","","","","","","350000","","","350000","","","","","5010000","","5270000","536000","","","5270000","","4430000","11-Mar-02","","1-Oct-02","15-Oct-02","15-Oct-02","","23-May-03","","","","","","","","19-Jun-03","","","","20-Jan-04","31-Mar-10","31-Mar-10","","","","","","","","20-Jan-04","","","ECA,"
"906001192293","MFA","1310","UNDP","UNDP","","LAC","","Regional","Antigua And Barbuda, Barbados, Brazil, Bahamas, Belize, Chile, Colombia, Dominican Republic, Grenada, Guyana, Jamaica, St. Kitts And Nevis, St. Lucia, Mexico, Nicaragua, Peru, Paraguay, El Salvador, Uruguay, St. Vincent and Grenadines, Venezuela","00, BR, CL, CO, DO, GY, SV, MX, NI, PY, PE, UY, VE, AG, BS, BB, BZ, GD, JM, KN, LC, VC","Multi Focal Area","M","M","GEF - 2","MSP","Medium Size Project","Project Closure","GET","GEF Trust Fund","Television Trust for the Environment","NGO","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Kanta Kumari","","2185","","-3-8-9-1-2-4-5-6-7-","","","","","","","0","","","","","","","","998062","","998062","146000","","","959132","","959132","26-Mar-01","","","","11-Jul-01","11-Jul-01","","","","","","","","","15-Nov-01","","","","15-Nov-01","","1-Jul-04","","","","1-Aug-04","","","","","","","LAC, SIDS, REG,"
"906001192295","MFA","5302","UNEP","UNEP","","ECA","","Bosnia-Herzegovina","","BA","Multi Focal Area","M","M","GEF - 5","MSP","Medium-Sized Project","CEO Approved","GET","GEF Trust Fund","Ministry of Foreign Trade and Economic Relations of Bosnia and Herzegovina (MoFTER);   Ministry for Spatial Planning, Construction and Ecology of Republika Srpska;  Ministry of Environment and Tourism of the Federation of Bosnia and Herzegovina  ","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Maria Del Pilar Barrera Rey","226576","","","","","","CD-2; CD-4; CD-5; ","","","","45000","45000","","","","","4275","","1438000","1438000","","136610","136610","","1515000","2115870","","12-Feb-13","12-Sep-13","","","12-Sep-13","10-Jul-14","","","","","","","","","","","","","","","","","","","","","","","","","","ECA,"
"906001192297","MFA","5131","UNDP","UNDP","","Asia","","Regional","Cook Islands, Fiji, Micronesia, Kiribati, Marshall Islands, Nauru, Niue, Papua New Guinea, Palau, Solomon Islands, Tonga, Tuvalu, Vanuatu, Samoa","00, CK, FJ, KI, MH, FM, NR, NU, PU, PG, WS, SB, TO, TV, VU","Multi Focal Area","M","M","GEF - 5","MSP","Medium Size Project","Cancelled","GET","GEF Trust Fund","UNEP Collaborating Centre the Frankfurt School","NGO","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Maria Del Pilar Barrera Rey","175726","5160","","","","","CD-3; CD-4; CD-5; CD-2; ","","","","0","","","","","","","","1000000","1000000","","95000","95000","","1100000","1814502","","10-Sep-12","11-Apr-13","","","11-Apr-13","","","","1-Jul-14","","","","","","","","","","","","","","","","","","","","","","","SIDS, REG,"
"906001192299","MFA","1378","UNEP","UNEP","","CEX","LAC, Asia, AFR","Global","Brazil, India, Jordan, Kenya","1W, BR, IN, JO, KE","Multi Focal Area","M","M","GEF - 2","MSP","Medium Size Project","Project Closure","GET","GEF Trust Fund","International Development Centre of the University of Reading, UK,","Multilateral","","","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Yasemin E.K. Biro","","","","-12-","","","","","","","0","","","","","","","","978000","","978000","146000","","","1024000","","1024000","2-Jul-01","","","","19-Dec-01","19-Dec-01","","","","","","","","","18-Jan-02","","","","1-Jan-02","30-Sep-05","8-Mar-06","","8-Mar-06","","","","","","1-Jan-02","","","AFR, Asia, ECA, LAC, CEX,"
"906001192301","MFA","1455","UNDP","UNDP","","CEX","","Global","","1W","Multi Focal Area","M","M","GEF - 2","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","SIDSNet.","NGO","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","2312","","-12-10-","","","","","","","0","","","","","","","","1000000","","1000000","146000","","","507932","","507932","29-Aug-01","","","","13-Nov-01","13-Nov-01","","","","","","","","","13-Feb-02","","","","13-Feb-02","","","","","","","","","","4-Mar-02","","","CEX,"
