GEF_ID,Agency,Lead agency,Secondary agency(ies),Region,List of regions,Country,List of participating countries,Countries listed by Code (ISO 3166-1 alpha-2),Focal Area,Focal Area single-letter-code ,List of project's focal areas,Title,GEF replenishment phase,Type acronym,Type,Status,Trust Fund acronym,Trust Fund,Executing partner / agency,Type of executing partner / agency,Type acronym of parent (or empty if standalone),"Category (empty: standalone, parent, child)",Biosafety project?,Targeted research project?,National Capacity Self Assessement (NCSA)?,National Adaptation Programme of Action (NAPA)?,isNonExpedited,National Portfolio Formulation Exercises (NPFE)?,National communications project?,Small Grants Programme (SGP)?,Sustainable Forest Management (SFM)?,Requires second review?,Primary GEFSEC Program Manager,ID of secondary GEFSEC Program Manager,UNDP Project ID,World Bank Project ID,GEF3 OP list,GEF4 SP list,GEF4 SP-ID list,GEF5 FA Objective list,Keyword ID list,Code of business plan allocation item,World Bank Trust Fund number,(Sum of all) Approved PPG(s),Project Preparation Grant (PPG),Project Development Facility block A (PDF-A),Project Development Facility block B (PDF-B),Project Development Facility block C (PDF-C),Pre-Investment Facility (PRIF),Agency fees paid separately for PPG,Agency fees paid separately for PDF-B,GEF Project Grant PIF stage,GEF Project Grant CEO approve stage,GEF Project Grant CEO endorse stage,Final Grant,Agency Fee PIF stage,Agency Fee CEO approve stage,Agency Fee CEO endorse stage,Cofinance PIF stage,Cofinance CEO approve stage,Cofinance CEO endorse stage,Date of receipt or first PMIS entry,PIF Clearance or PIF Approval Date,Expected date of entry into work program,Date of entry into work program,Date of project approval,Date of CEO approval (MSP / EA),Date of CEO endorsement (FSP),Date of dropping (before project approval),Date of cancelation (after project approval),Date of PIF rejection by CEO,Date of technical rejection by Program Manager,Date of rejection by CEO at CEO approve stage,Date of rejection by CEO at CEO endorse stage,Date of Parent / Program rejection by Council,Date of approval by Agency,Expected date of Grant signing,Actual date of Grant signing,Expected date of implementation start,Actual date of implementation start,Expected date of closure,Actual date of closure,Expected date of financial closure,Date of financial closure,Expected date of Internal Completion Report (ICR),Date of Internal Completion Report (ICR),Expected date of Parent endorsement by Council,Date of Parent endorsement by Council,Expected date of effectiveness,Date of effectiveness,Expected date of mid term review,Date of mid term review,GEFNewRegionList
2555,World Bank,World Bank,,Asia,,Jordan,,JO,Climate Change,C,C,Promotion of a Wind Power Market,GEF - 3,FP,Full Size Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Energy and Mineral Resources (MEMR);  National Electric Power Corporation (NEPCO),Government,,,0,0,0,0,0,0,0,0,0,0,Dimitrios Zevgolis,344303,,93201,-6-,,,,,,,350000,,,350000,,,,,6000000,,6000000,6000000,571500,,,82600000,,135900000,3-Jun-04,,12-Jun-06,1-Aug-06,1-Aug-06,,3-Jun-08,,,,,,,,26-Jun-08,,,,26-Nov-08,30-Jun-15,,,,,,,,,,31-Dec-12,29-Sep-11,"ECA,"
2629,UNDP,UNDP,,Asia,,China,,CN,POPs,P,P,Improvement of DDT-based production of Dicofol and introduction of alternative technologies including IPM for leaf mites control in China,GEF - 4,FP,Full Size Project,Project Completion,GET,GEF Trust Fund,"Convention Implementation Office, Foreign Economic Cooperation Office, State Environmental Protection Administration (FECO/SEPA)",Government,,,0,0,0,0,0,0,0,0,0,1,Laurent Granier,,3345,,-14-,CB-1;POPS-3;POPS-2;,;26;25;24;,,,,,295000,,,295000,,,,,6000000,,6000000,6000000,629500,,629500,11650000,,11650000,7-Oct-04,14-Dec-07,1-Feb-08,22-Feb-08,22-Feb-08,,7-Oct-08,,,,,,,,5-Dec-08,,,,5-Dec-08,30-Jun-13,,,,31-Dec-13,,,,,,31-Dec-12,,"Asia,"
2934,UNDP,UNDP,,LAC,,Brazil,,BR,Biodiversity,B,B,SFM Catalyzing the Contribution of Indigenous Lands to the Conservation of Brazil's Forest Ecosystems,GEF - 4,FP,Full Size Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Environment (MMA), Brazilian Foundation for Indigenous Affairs (FUNAI), and Indigenous Organizations",Government,PAN,Child,0,0,0,0,0,0,0,0,0,1,Yoko Watanabe,209098,3600,,-3-,BD-1;,;1;,,,,,100000,100000,,,,,,,6000000,,6000000,6000000,600000,,610000,31700000,,30742665,14-Oct-05,3-Oct-07,1-Nov-07,16-Nov-07,16-Nov-07,,5-Aug-09,,,,,,,,,,,30-Sep-09,30-Oct-09,31-Aug-14,,,,,,,,,,,,"LAC,"
3314,World Bank,World Bank,,AFR,,Senegal,,SN,International Waters,I,I,SP-SFIF: Sustainable Management of Fish Resources - under the Strategic Partnership for a Sustainable Fisheries Investment Fund in the Large Marine Ecosystems of Sub-Saharan Africa,GEF - 3,FP,Full Size Project,Project Completion,GET,GEF Trust Fund,Government of Senegal Through the Ministry of Maritime Economy,Government,IF,Child,0,0,0,0,0,0,0,0,0,0,Peter Koefoed Bjornsen,296630,,92062,-8-,IW-2;IW-3;,;19;20;,,,,,256740,256740,,,,,,,6000000,,6000000,6000000,,,,18900000,,,13-Feb-07,9-Mar-07,1-Nov-05,15-Nov-05,15-Nov-05,,25-Nov-08,,,,,,,,16-Dec-08,,,,6-Nov-09,31-Mar-12,24-Oct-13,,,,,,,,,31-Dec-11,,"AFR,"
3772,World Bank,World Bank,,AFR,,Congo DR,,ZR,Biodiversity,B,B,CBSP Forest and Nature Conservation Project,GEF - 4,FP,Full Size Project,Under Implmentation,GET,GEF Trust Fund,"ICCN, MECNT + NGOs",Government,PAN,Child,0,0,0,0,0,0,0,0,0,1,Jean-Marc Sinnassamy,404597,,111621,,,,,,,,0,,,,,,,,6000000,,6000000,6000000,600000,,600000,62000000,,79000000,9-Sep-08,17-Sep-08,1-Nov-08,13-Nov-08,13-Nov-08,,2-Mar-09,,,,,,,,2-Apr-09,,,1-Jun-09,9-Sep-09,30-Jun-15,,,,,,,,,,31-Dec-12,,"AFR,"
3831,IADB,IADB,,LAC,,Bolivia,,BO,Multi Focal Area,M,M;B;L;,Conservation and Sustainable use of Biodiversity and Land in Andean Vertical Ecosystems,GEF - 4,FP,Full Size Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Environment and Water, MMAyA (Ministerio de Medio Ambiente y Aguas)",Government,,,0,0,0,0,0,0,0,0,0,1,Mark Zimsky,349360,,,,BD-4;LD-1;,;4;15;,,,,,100000,100000,,,,,10000,,6000000,,6000000,6000000,600000,,600000,8050000,,8050000,15-Oct-08,26-Jan-09,20-Apr-09,21-Apr-09,21-Apr-09,,2-Aug-10,,,,,,,,,,,30-Sep-10,2-Dec-10,2-Dec-15,,,,,,,,,,28-Feb-13,,"LAC,"
4446,UNIDO,UNIDO,,Asia,,Indonesia,,ID,POPs,P,P,Introduction of an Environmentally Sound Management and Disposal System for PCBs Wastes and PCB Contaminated Equipment in Indonesia,GEF - 5,FP,Full Size Project,IA Approved,GET,GEF Trust Fund,Ministry of the Environment of the Republic of Indonesia,Government,,,0,0,0,0,0,0,0,0,0,0,Anil Sookdeo,306803,,,,,,CHEM-1; ,,,,150000,150000,,,,,15000,,6000000,,6000000,6000000,600000,,600000,24000000,,24372130,1-Feb-11,21-Dec-11,1-Feb-12,29-Feb-12,29-Feb-12,,1-Aug-13,,,,,,,,29-May-13,,,,10-Oct-13,10-Oct-18,,,,,,,,,,1-Nov-16,,"Asia,"
4492,World Bank,World Bank,,LAC,,Nicaragua,,NI,Climate Change,C,C,Adaptation of Nicaragua's Water Supplies to Climate Change ,GEF - 5,FP,Full Size Project,CEO Endorsed,SCCF,Special Climate Change Fund,MARENA and Nuevo FISE—and a sub-implementing agency ANA,Government,,,0,0,0,0,0,0,0,0,0,0,Knut Sundstrom,158543,,127088,,,,CCA-1; CCA-1; CCA-2; CCA-2; CCA-3; ,,,,0,,,,,,,,6000000,,6000000,6000000,600000,,600000,31500000,,31250000,21-Mar-11,4-Apr-11,1-May-11,27-May-11,27-May-11,,24-Sep-12,,,,,,,,,,,,29-Jan-13,30-Jun-18,,,,,,,,,,,,"LAC,"
4854,UNIDO,UNIDO,,Asia,,China,,CN,POPs,P,P,POPs and Chemical Pollution Solutions through Area-based-Ecoeffective-Management ,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,Ministry of Environment Protection (MEP),Government,,,0,0,0,0,0,0,0,0,0,1,Anil Sookdeo,,,,,,,CHEM-1; CHEM-1; CHEM-1; ,;24;,,,150000,150000,,,,,14250,,6000000,,6000000,6000000,570000,,570000,24000000,,24000000,15-Mar-12,5-Feb-14,3-Mar-14,21-Mar-14,21-Mar-14,,1-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
4949,IADB,IADB,,LAC,,Brazil,,BR,Climate Change,C,C,Low-Carbon Urban Mobility for Large Cities ,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,"Ministry of Cities, brazil",Government,,,0,0,0,0,0,0,0,0,0,0,Xiaomei Tan,368377,,,,,,CCM-4; CCM-4; ,,,,100000,100000,,,,,10000,,6000000,,6000000,6000000,600000,,600000,77170000,,144581638,5-Apr-12,3-Oct-12,1-Nov-12,15-Nov-12,15-Nov-12,,4-Aug-14,,,,,,,,30-Oct-14,,,,,,,,,,,,,,,,,"LAC,"
5400,UNEP,UNEP,,CEX,,Global,,1W,International Waters,I,I,Targeted Research for Improving Understanding of the Global Nitrogen Cycle towards the Establishment of an International Nutrient Management System INMS,GEF - 5,FP,Full Size Project,Council Approved,GET,GEF Trust Fund,International Nitrogen Initiative  INI,NGO,,,0,1,0,0,0,0,0,0,0,0,Steffen Hansen,296630,,,,,,IW-3; ,,,,150000,150000,,,,,14250,,6000000,,6000000,6000000,570000,,570000,47622900,,56575907,9-Apr-13,5-Feb-14,3-Mar-14,21-Mar-14,21-Mar-14,,,,,,,,,,,,,,,,,,,,,,,,,,,"CEX,"
5681,UNEP,UNEP,,LAC,,Regional,"Jamaica, Mexico, El Salvador","00, SV,JM,MX",Climate Change,C,C,Building Climate Resilience of Urban Systems through Ecosystem-based Adaptation (EbA) in Latin America and the Caribbean.,GEF - 5,FP,Full Size Project,Council Approved,SCCF,Special Climate Change Fund,"Ministry of Environment and Natural Resources (El Salvador), Ministry of Land and Environment (Jamaica), Ministry of Planning and Environmental Policy (Mexico) with support from UNEP – Regional Office for Latin America and the Caribbean (ROLAC) ",Government,,,0,0,0,0,0,0,0,0,0,0,Fareeha Iqbal,313928,,,,,,CCA-1; CCA-2; CCA-3; ,,,,150000,150000,,,,,14250,,6000000,,6000000,6000000,570000,,570000,21910000,,29734000,14-Jan-14,5-Feb-14,3-Mar-14,21-Mar-14,21-Mar-14,,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC, SIDS, REG,"
5702,FAO,FAO,,Asia,,Myanmar,,MM,Climate Change,C,C,FishAdapt: Strengthening the Adaptive Capacity and Resilience of Fisheries and Aquaculture-dependent Livelihoods in Myanmar ,GEF - 5,FP,Full Size Project,Council Approved,LDCF,Least Developed Countries Fund,"Ministry of Livestock, Fisheries and Rural Development (MLFRD): Department of Fishery (DoF)",Government,,,0,0,0,0,0,0,0,0,0,0,Fareeha Iqbal,,,,,,,CCA-1; CCA-2; CCA-3; ,,,,150000,150000,,,,,14250,,6000000,,6000000,6000000,570000,,570000,12385000,,12885000,6-Feb-14,1-Jul-14,30-Jul-14,30-Jul-14,30-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
209,UNDP,UNDP,,Asia,,Vietnam,,VN,Biodiversity,B,B,Vietnam PARC - Creating Protected Areas for Resources Conservation (PARC) in Vietnam Using a Landscape Ecology Approach,GEF - 1,FP,Full Size Project,Project Closure,GET,GEF Trust Fund,United Nations Office for Projects Services,Multilateral,,,0,0,0,0,0,0,0,0,0,0,,,643,,-3-2-4-,,,,,,,0,,,,,,,,6041000,,6011840,6011840,,,,655000,,2304778,,,1-Oct-95,1-Oct-95,1-Oct-95,,1-Jul-97,,,,,,,,26-Nov-98,,,,26-Nov-98,30-Jun-03,1-Dec-04,,,,1-Mar-05,,,,26-Nov-98,,,"Asia,"
5449,World Bank,World Bank,,AFR,,Senegal,,SN,Multi Focal Area,M,M;C;L;M;,PSG- Sustainable and Inclusive Agribusiness  Development Project ,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,SAED (Societe d’Amenagement des Eaux du Delta du Senegal    APIX (Agence de promotion des Investissements et des Grands Travaux  The National Great Green Wall Agency   The horticulture cluster of the Accelerated Growth Strategy  The Gaston Berger University UGB   ,Government,PAS,Child,0,0,0,0,0,0,0,0,1,0,Jean-Marc Sinnassamy,349360,,130271,,,,CCM-5; LD-3; SFM/REDD+-1; ,,,,0,,,,,,,,6018519,,6018519,6018519,481481,,481481,80000000,,80000000,30-May-13,,,26-May-11,26-May-11,,8-Nov-13,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
3936,UNDP,UNDP,,Asia,,India,,IN,Biodiversity,B,B,IND-BD Mainstreaming Coastal and Marine Biodiversity Conservation into Production Sectors in the Godavari River Estuary in Andhra Pradesh State,GEF - 4,FP,Full Size Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Environment and Forest (MOEF); State Government of Andhra Pradesh; Government of India/Wildlife Wing; Environment, Forests, Science & Technology Dept; ",Government,PAN,Child,0,0,0,0,0,0,0,0,0,1,Ulrich Apel,378397,4257,,,BD-2;BD-4;,;2;4;,,,,,100000,100000,,,,,10000,,6023636,,6023636,6023636,602364,,602364,17700000,,18000000,2-Apr-09,27-Apr-09,15-Jun-09,24-Jun-09,24-Jun-09,,21-Mar-11,,,,,,,,,,,30-Jun-11,8-Jun-11,30-Mar-16,,,,,,,,,,30-Oct-12,,"Asia,"
1618,UNDP,UNDP,,REG,"Asia, ECA",Regional,"Azerbaijan, Iran, Kazakhstan, Russian Federation, Turkmenistan","00, AZ, IR, KZ, RU, TM",International Waters,I,I,Towards a Convention and Action Programme for the Protection of the  Caspian Sea Environment,GEF - 3,FP,Full Size Project,Project Completion,GET,GEF Trust Fund,UNOPS,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Alfred M. Duda,,2622,,-8-,,,,,,,422440,,25000,397440,,,,,6026400,,6026400,6026400,474000,,,25802000,,25802000,28-Jan-02,,1-Nov-03,21-Nov-03,21-Nov-03,,10-Feb-04,,,,,,,,6-Apr-04,,,,6-Apr-04,,29-Dec-10,,,,,,,,6-Apr-04,,,"ECA, REG,"
5159,UNDP,UNDP,,Asia,,Myanmar,,MM,Biodiversity,B,B,Strengthening Sustainability of Protected Area Management ,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,"Ministry of Environmental Conservation and Forestry (MOECAF), Wildlife Conservation Society  ",Government,,,0,0,0,0,0,0,0,0,0,0,Ulrich Apel,,5162,,,,,BD-1; BD-1; ,,,,100457,100457,,,,,9543,,6027397,,6027397,6027397,572603,,572603,17896300,,17896300,21-Sep-12,20-Feb-13,1-Apr-13,12-Apr-13,12-Apr-13,,10-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
4626,World Bank,World Bank,,AFR,,Djibouti,,DJ,Climate Change,C,C,Geothermal Power Generation Program,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,Ministry of Energy and Water,Government,,,0,0,0,0,0,0,0,0,0,0,David Elrie Rodgers,434247,,127143,,,,CCM-3; ,,,,0,,,,,,,,6036364,,6036364,6036364,603636,,603636,22502443,,25190000,1-Sep-11,3-Oct-12,1-Nov-12,15-Nov-12,15-Nov-12,,12-Mar-13,,,,,,,,5-Jun-13,,,,,,,,,,,,,,,,,"AFR,"
5288,FAO,FAO,,LAC,,Colombia,,CO,Biodiversity,B,B,Implementing the Socio-Ecosystem Connectivity Approach to Conserve and Sustainable Use Biodiversity in the Caribbean Region of Colombia,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,Ministry of Environment and Sustainable Development (MADS),Government,,,0,0,0,0,0,0,0,0,0,0,Mark Zimsky,,,,,,,BD-1; BD-2; BD-2; ,,,,100000,100000,,,,,9500,,6052114,,6052114,6052114,574951,,574951,20370350,,51067982,8-Feb-13,24-Apr-13,1-Jun-13,20-Jun-13,20-Jun-13,,13-Apr-15,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
4605,World Bank,World Bank,,LAC,,Belize,,BZ,Multi Focal Area,M,M;B;C;M;,Management and Protection of Key Biodiversity Areas,GEF - 5,FP,Full Size Project,IA Approved,GET,GEF Trust Fund,"Government of Belize, Ministry of Natural Resources and the Environment (MNRE) and Ministry of Agriculture and Fisheries (MAF)",Government,,,0,0,0,0,0,0,0,0,1,0,Ian Gray,353429,,130474,,,,BD-1; BD-2; BD-2; CCM-5; CCM-5; CCM-5; SFM/REDD+-1; ,,,,120000,120000,,,,,12000,,6085600,,6085600,6085600,608500,,608500,16000000,,16000000,26-Aug-11,21-Sep-11,1-Nov-11,9-Nov-11,9-Nov-11,,6-Feb-14,,,,,,,,29-Sep-14,,,,,,,,,,,,,,,,,"LAC,"
5526,UNDP,UNDP,,AFR,,Regional,"Angola, Botswana, Namibia","00, AO, BW, NA",International Waters,I,I,Support to the Cubango-Okavango River Basin Strategic Action Programme Implementation,GEF - 5,FP,Full Size Project,Council Approved,GET,GEF Trust Fund,The Permanent Okavango River Basin Water commission (OKACOM),Multilateral,,,0,0,0,0,0,0,0,0,0,0,Astrid Hillers,296630,4755,,,,,IW-1; IW-3; ,,,,200000,200000,,,,,19000,,6100000,,6100000,6100000,579500,,579500,60700000,,336338032,12-Aug-13,12-Sep-13,1-Nov-13,7-Nov-13,7-Nov-13,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR, REG,"
4683,EBRD,EBRD,,ECA,,Russian Federation,,RU,Climate Change,C,C,ARCTIC: Targeted Support for Energy Efficiency and Renewable Energy in the Russian Arctic,GEF - 5,FP,Full Size Project,PPG Approved,GET,GEF Trust Fund,Ministry of Economic Development of the Russian Federation,Government,PAS,Child,0,0,0,0,0,0,0,0,0,1,David Elrie Rodgers,,,,,,,CCM-2; CCM-2; CCM-3; CCM-3; ,,,,210460,210460,,,,,18941,,6100917,,6100917,6100917,549083,,549083,81000000,,84055000,20-Sep-11,23-Sep-11,1-Nov-11,10-Nov-11,10-Nov-11,,,,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
4948,UNEP,UNEP,,CEX,,Global,,1W,Climate Change,C,C,Technology Needs Assessment,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,"UNEP Risoe Center (URC), Regional Centers, National Partners",Multilateral,,,0,0,0,0,0,0,0,0,0,0,Franck Jesus,313928,,,,,,CCM-6; CCM-6; ,,,,0,,,,,,,,5815080,,6105835,6105835,552432,,580054,2036921,,2156921,5-Apr-12,20-Feb-13,1-Apr-13,12-Apr-13,12-Apr-13,,4-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,"CEX,"
4922,FAO,FAO,,CEX,"AFR, Asia, ECA, LAC",Global,"Argentina, Bosnia-Herzegovina, Bangladesh, China, Colombia, Ecuador, Lesotho, Morocco, Nigeria, Panama, Philippines, Thailand, Tunisia, Turkey, Uzbekistan","1W, BD, BA, CN, CO, EC, LS, MA, NG, PA, PH, TN, TR, UZ, AR, TH",Land Degradation,L,L,Decision Support for Mainstreaming and Scaling up of Sustainable Land Management,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,CDE / World Overview of Conservation Approaches and Technologies (WOCAT) and 15 country lead agencies,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Mohamed Bakarr,329964,,,,,,LD-1; LD-3; LD-3; LD-4; ,,,,200000,200000,,,,,19000,,6116730,,6116730,6116730,611673,,611673,33263505,,38097347,28-Mar-12,3-Oct-12,1-Nov-12,15-Nov-12,15-Nov-12,,20-Oct-14,,,,,,,,,,,,,,,,,,,,,,,,,"AFR, Asia, ECA, LAC, CEX,"
4623,UNEP,UNEP,,CEX,"AFR, Asia, LAC",Global,"Afghanistan, Antigua And Barbuda, Angola, Barbados, Burkina Faso, Burundi, Dominican Republic, Ethiopia, Guinea-Bissau, Haiti, Kiribati, Comoros, St. Lucia, Lesotho, Marshall Islands, Mali, Myanmar, Mozambique, Niger, Nauru, Sierra Leone, Senegal, Sao Tome and Principe, Chad, Timor Leste, Tanzania, Samoa","1W, AF, AO, BF, BI, TD, DO, ET, GW, HT, KI, LS, ML, MH, MZ, MM, NE, WS, ST, SN, SL, TZ, LC, BB, KM, NR, TP, AG",Biodiversity,B,B,Support to GEF Eligible Parties (LDCs & SIDs) for the Revision of the NBSAPs and Development of Fifth National Report to the CBD  - Phase II,GEF - 5,FP,Full Size Project,Under Implmentation,GET,GEF Trust Fund,National Government Ministries  ,Government,,,0,0,0,0,0,0,0,0,0,0,Mark Zimsky,298074,,,,,,BD-5; ,,,,0,,,,,,,,6118200,,6118200,6118200,611820,,611820,5083637,,5513637,31-Aug-11,21-Sep-11,1-Nov-11,9-Nov-11,9-Nov-11,,8-Feb-12,,,,,,,,22-Mar-12,,,,22-Mar-12,31-Jul-15,,,,,,,,,,,,"AFR, Asia, SIDS, CEX,"
1214,World Bank,World Bank,,Asia,,Jordan,,JO,Biodiversity,B,B,Integrated Ecosystem and Natural Resource Management in the Jordan Rift Valley,GEF - 3,FP,Full Size Project,Project Completion,GET,GEF Trust Fund,Royal Society for the Conservation of Nature,NGO,,,0,0,0,0,0,0,0,0,0,1,Paz Valiente,,,75534,-1-12-15-,,,,,,,350000,,,350000,,,,,6150000,,6150000,6150000,585000,,,6100000,,6550000,15-Aug-01,,12-Jun-06,1-Aug-06,1-Aug-06,,21-May-07,,,,,,,,12-Jun-07,,,,19-Sep-07,14-Jul-13,23-Dec-13,,,,,,,,,31-Dec-10,,"ECA,"
3824,World Bank,World Bank,,Asia,,China,,CN,Climate Change,C,C,Sino-Singapore Tianjin Eco-City Project (SSTECP),GEF - 4,FP,Full Size Project,Under Implmentation,GET,GEF Trust Fund,Sino-Singapore Tianjin Eco-City Administrative Committee (SSTEAC)/ Tianjin Eco-City Investment and Development Co. Ltd.(TECID)/Tianjin Construction Committee,Government,,,0,0,0,0,0,0,0,0,0,1,Osamu Mizuno,,,98915,,CC-1;,;9;,,,,,200000,200000,,,,,,,6163636,,6163636,6163636,616364,,636364,24535000,,57900000,14-Oct-08,25-Nov-08,1-Nov-09,12-Nov-09,12-Nov-09,,15-Jun-10,,,,,,,,,,,31-Jul-10,25-Sep-10,30-Jun-16,,,,,,,,,,31-May-12,,"Asia,"
142,UNEP,UNEP,,CEX,"LAC, Asia, AFR",Global,"Brazil, China, Ghana, Guinea, Kenya, Papua New Guinea, Tanzania, Uganda","1W, BR, CN, GH, GN, KE, PG, TZ, UG",Biodiversity,B,B,"People, Land Management, and Environmental Change (PLEC)",GEF - 1,FP,Full Size Project,Project Closure,GET,GEF Trust Fund,United Nations University (UNU),Multilateral,,,0,0,0,0,0,0,0,0,0,0,,,,,-STRM-,,,,,,,100000,,,,,100000,,,6176300,,6176300,6176300,,,,4817000,,4816600,,,1-May-97,1-May-97,1-May-97,,20-Feb-98,,,,,,,,13-Mar-98,,,,13-Mar-98,31-Mar-01,28-Feb-02,,31-Oct-02,,27-Oct-03,,,,13-Mar-98,,,"AFR, Asia, LAC, SIDS, CEX,"
5119,UNEP,UNEP,,CEX,"AFR, Asia",Global,"Bahrain, Benin, Bhutan, Cook Islands, Eritrea, Comoros, Lao PDR, Mauritius, Nauru, Seychelles, Sao Tome and Principe, Tanzania","1W, BH, BJ, BT, CK, ER, LA, MU, NR, ST, SC, TZ, KM",Climate Change,C,C,Umbrella Programme for National Communication to the UNFCCC,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,12 National Governments,Government,,,0,0,0,0,0,0,0,0,0,0,Rawleston Moore,368377,,,,,,CCM-6; CCM-6; ,,,,0,,,,,,,,6180000,,6180000,6180000,618000,,618000,1098000,,1098000,6-Sep-12,3-Oct-12,1-Nov-12,15-Nov-12,15-Nov-12,,10-Apr-13,,,,,,,,,,,,,,,,,,,,,,,,,"AFR, Asia, SIDS, CEX,"
5230,UNEP/UNDP,UNEP,UNDP,AFR,,Angola,,AO,Climate Change,C,C,Addressing Urgent Coastal Adaptation Needs and Capacity Gaps in Angola,GEF - 5,FP,Full Size Project,CEO Endorsed,LDCF,Least Developed Countries Fund,Ministry of Environment ,Government,,,0,0,0,0,0,0,0,0,0,0,Dustin Schinn,275248,,,,,,CCA-1; CCA-1; CCA-1; CCA-2; CCA-2; CCA-2; CCA-3; CCA-3; ,,,,150000,150000,,,,,14250,,6180000,,6180000,6180000,587100,,587100,11520000,,12311467,27-Dec-12,29-Oct-13,29-Oct-13,25-Nov-13,25-Nov-13,,8-Apr-16,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
5123,FAO,FAO,,Asia,,Myanmar,,MM,Multi Focal Area,M,M;C;L;M;,Sustainable Cropland and Forest Management in Priority Agro-ecosystems of Myanmar,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,Ministry of Agriculture and Irrigation;   Ministry of Environmental Conservation and Forestry  ,Government,,,0,0,0,0,0,0,0,0,1,0,Ulrich Apel,381992,,,,,,CCM-5; CCM-5; CCM-5; LD-3; LD-3; SFM/REDD+-1; SFM/REDD+-1; ,,,,120000,120000,,,,,11400,,6183031,,6183031,6183031,587388,,587388,13500000,,13611707,6-Sep-12,20-Feb-13,1-Apr-13,12-Apr-13,12-Apr-13,,6-Apr-15,,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
5536,UNDP,UNDP,,ECA,,Turkmenistan,,TM,Multi Focal Area,M,M;C;L;,Energy Efficiency and Renewable Energy for Sustainable Water Management in Turkmenistan,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,Ministry of Water Resources ,Government,,,0,0,0,0,0,0,0,0,0,0,Ogawa Masako,226576,4947,,,,,CCM-1; CCM-2; LD-1; ,,,,150000,150000,,,,,14250,,6185000,,6185000,6185000,587575,,587575,29300000,,72100000,13-Aug-13,12-Sep-13,1-Nov-13,7-Nov-13,7-Nov-13,,26-May-15,,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
926,UNDP,UNDP,,AFR,,Egypt,,EG,Climate Change,C,C,"Fuel Cell Bus Demonstration Project in Cairo, Phase I",GEF - 2,FP,Full Size Project,Cancelled,GET,GEF Trust Fund,Egyptian Environmental Affair Agency (EEAA)  	Great Cairo Bus Company (GCBC),Government,,,0,0,0,0,0,0,0,0,0,0,Yasemin E.K. Biro,,825,,-11-,,,,,,,319715,,24715,295000,,,,,6190000,,6190000,6190000,448000,,,7088000,,7088000,,,1-Feb-01,12-Feb-01,12-Feb-01,,,,28-Jul-05,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
5277,UNDP,UNDP,,LAC,,Nicaragua,,NI,Multi Focal Area,M,M;B;C;L;M;,Strengthening the Resilience of Multiple-use Protected Areas to Deliver Multiple Global Environmental Benefits,GEF - 5,FP,Full Size Project,CEO Endorsed,GET,GEF Trust Fund,Ministry of Environment and Natural Resources (MARENA),Government,,,0,0,0,0,0,0,0,0,1,0,Mark Zimsky,,5125,,,,,BD-1; LD-3; CCM-5; SFM/REDD+-1; ,,,,80000,80000,,,,,7600,,6192512,,6192512,6192512,588288,,588288,20149000,,19919718,6-Feb-13,21-Feb-13,1-Apr-13,12-Apr-13,12-Apr-13,,27-Feb-15,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
